A,B,ssim_distance
affect_02_MEQ_37.png,cache_PctKidsBornNeverMar_autoTheftPerPop_0.5.png,0.7344353654635597
affect_02_MEQ_37.png,cache_PctNotHSGrad_PctHousNoPhone_12.png,0.6847676041537494
affect_02_MEQ_37.png,cache_PctNotSpeakEnglWell_LemasGangUnitDeploy_7.png,0.8142738982163277
affect_02_MEQ_37.png,cache_PctOccupManu_PctRecentImmig_23.png,0.7013891726045778
affect_02_MEQ_37.png,cache_PctRecImmig8_assaults_42.png,0.8267964163558984
affect_02_MEQ_37.png,cache_PctRecImmig8_LemasPctPolicOnPatr_24.png,0.772327305548296
affect_02_MEQ_37.png,cache_pctUrban_PctSameState85_24.png,0.7704253214448205
affect_02_MEQ_37.png,cache_pctWFarmSelf_RacialMatchCommPol_8.png,0.7841283609401903
affect_02_MEQ_37.png,cache_PctWOFullPlumb_PctForeignBorn_8.png,0.7454413040253225
affect_02_MEQ_37.png,cache_PctWorkMom_nonViolPerPop_11.png,0.693835259339521
affect_02_MEQ_37.png,cache_PctWorkMom_PolicReqPerOffic_0.4.png,0.7467171531067437
affect_02_MEQ_37.png,cache_pctWPubAsst_RentHighQ_62.png,0.6863355047550687
affect_02_MEQ_37.png,cache_pctWWage_PctEmploy_90.png,0.7250593986084959
affect_02_MEQ_37.png,cache_PersPerOwnOccHous_larcPerPop_23.png,0.7650555344582441
affect_02_MEQ_37.png,cache_population_PctPolicMinor_8.png,0.8246491592498959
affect_02_MEQ_37.png,cache_population_PctSameState85_0.4.png,0.8362232271477917
affect_02_MEQ_37.png,cache_racePctWhite_NumKindsDrugsSeiz_39.png,0.6773334650946369
affect_02_MEQ_37.png,cache_racePctWhite_PctWOFullPlumb_23.png,0.7181316726391099
affect_02_MEQ_37.png,cache_rapesPerPop_ViolentCrimesPerPop_0.1.png,0.7480425709220838
affect_02_MEQ_37.png,cache_RentMedian_robbbPerPop_11.png,0.7193421682586456
affect_02_MEQ_37.png,cache_RentQrange_PctPolicWhite_78.png,0.7656590309554723
affect_02_MEQ_37.png,cache_width_horsepower_4.png,0.8052779733128234
affect_02_MEQ_37.png,car90_FrontHd_HP_39.png,0.8009107311334486
affect_02_MEQ_37.png,car90_GearRatio_Gear2_0.6.png,0.8135421239871291
affect_02_MEQ_37.png,car90_GearRatio_Turning_64.png,0.8388903360064397
affect_02_MEQ_37.png,car90_RearHd_RearShld_4.png,0.8295831177847954
affect_02_MEQ_37.png,Cars93_Fueltankcapacity_Weight_90.png,0.8025147382169001
affect_02_MEQ_37.png,Cars93_Fueltankcapacity_Width_97.png,0.8016473874161505
affect_02_MEQ_37.png,Cars93_MaxPrice_MPGcity_25.png,0.8138182099882917
affect_02_MEQ_37.png,Cars93_MinPrice_EngineSize_25.png,0.7961256132875837
affect_02_MEQ_37.png,Cigar_pop16_sales_19.png,0.7363152484219992
affect_02_MEQ_37.png,Cigar_state_pop_40.png,0.7750949154737228
affect_02_MEQ_37.png,cpus_chmin_perf_51.png,0.8283425146676499
affect_02_MEQ_37.png,Crime_county_wfed_11.png,0.5797471028000578
affect_02_MEQ_37.png,Crime_prbarr_wsta_96.png,0.7930490137584704
affect_02_MEQ_37.png,Crime_prbarr_wtuc_8.png,0.8175942816866005
affect_02_MEQ_37.png,Crime_wfir_pctymle_77.png,0.7739419112494776
affect_02_MEQ_37.png,Crime_wfir_wloc_25.png,0.7242257562945953
affect_02_MEQ_37.png,Crime_wtrd_wfed_12.png,0.8265851434846017
affect_02_MEQ_37.png,Crime_year_taxpc_17.png,0.7822590521973247
affect_02_MEQ_37.png,CrohnD_nrAdvE_weight_39.png,0.8096137284233536
affect_02_MEQ_37.png,Depredations_longitude_late_39.png,0.7794697601075651
affect_02_MEQ_37.png,DoctorContacts_fmde_age_37.png,0.5768342411180444
affect_02_MEQ_37.png,DoctorContacts_ndisease_lfam_39.png,0.7052383525541348
affect_02_MEQ_37.png,Dyestuff2_Yield_Yield_0.2.png,0.8376778734282821
affect_02_MEQ_37.png,EfronMorris_r_r_0.9.png,0.8459646948496616
affect_02_MEQ_37.png,epi_bfcon_stateanx_96.png,0.7269347304380349
affect_02_MEQ_37.png,epi_epilie_bfcon_17.png,0.7709365809942562
affect_02_MEQ_37.png,epi_V10_V29_0.1.png,0.8494151865763353
affect_02_MEQ_37.png,epi_V28_V28_0.3.png,0.8562020963556066
affect_02_MEQ_37.png,epi_V29_V36_3.png,0.8535164947030034
affect_02_MEQ_37.png,epi_V2_V2_27.png,0.8572750357074954
affect_02_MEQ_37.png,epi_V8_V33_0.4.png,0.8490721743139993
affect_02_MEQ_37.png,Fatality_year_mlda_13.png,0.812666996525082
affect_02_MEQ_37.png,Fishing_ccharter_income_40.png,0.7218501802480342
affect_02_MEQ_37.png,Fishing_ppier_cpier_40.png,0.7894722269380725
affect_02_MEQ_37.png,Florida_BUCHA0N_HAGELIN_0.9.png,0.8406099937187871
affect_02_MEQ_37.png,Forbes2000_rank_sales_5.png,0.7771942941849882
affect_02_MEQ_37.png,GaltonFamilies_midparentHeight_children_39.png,0.738569531325501
affect_02_MEQ_37.png,Garch_cd_dy_19.png,0.755475264043809
affect_02_MEQ_37.png,Garch_date_sf_36_invert.png,0.7794280478122484
affect_02_MEQ_37.png,Garch_date_sf_36.png,0.7825802872450985
affect_02_MEQ_37.png,gilgais_e00_e30_99.png,0.8068697726960598
affect_02_MEQ_37.png,gilgais_e30_e80_49.png,0.7431325016933471
affect_02_MEQ_37.png,Ginzberg_fatalism_adjfatal_0.7.png,0.804416668650224
affect_02_MEQ_37.png,Griliches_iq_school80_17.png,0.7128953053273254
affect_02_MEQ_37.png,Guerry_Crime_parents_Distance_28.png,0.7824366197488917
affect_02_MEQ_37.png,Guerry_Wealth_Area_28.png,0.7928427857314514
affect_02_MEQ_37.png,HC_ichgc_ichec_79.png,0.7084670904618676
affect_02_MEQ_37.png,HC_ichgc_occa_28.png,0.71109094954511
affect_02_MEQ_37.png,Heating_ocec_pbgc_96.png,0.7061663083697263
affect_02_MEQ_37.png,Heating_ocgr_ocgr_0.1.png,0.8150511264973932
affect_02_MEQ_37.png,Hedonic_crim_indus_55.png,0.8391943373143138
affect_02_MEQ_37.png,Hedonic_indus_nox_51.png,0.8064155005728266
affect_02_MEQ_37.png,Hedonic_nox_dis_54.png,0.755438041806377
affect_02_MEQ_37.png,Hedonic_rm_lstat_49.png,0.7083814859904368
affect_02_MEQ_37.png,Hedonic_rm_rad_40.png,0.7371403497018736
affect_02_MEQ_37.png,Hedonic_zn_dis_76.png,0.7892484119229004
affect_02_MEQ_37.png,heptathlon_longjump_score_25.png,0.8407301089191246
affect_02_MEQ_37.png,Highway1_trks_lwid_35.png,0.8463414480351341
affect_02_MEQ_37.png,Hospital_29_29_0.1.png,0.8570885544086974
affect_02_MEQ_37.png,incomeInequality_median_quintile4_34_invert.png,0.8244529377492337
affect_02_MEQ_37.png,incomeInequality_median_quintile4_34.png,0.8224409731839694
affect_02_MEQ_37.png,incomeInequality_realGDPperFamily_meanmedian_67_invert.png,0.8187778398744111
affect_02_MEQ_37.png,incomeInequality_realGDPperFamily_meanmedian_67.png,0.8184866599207756
affect_02_MEQ_37.png,insurance_hu_site_limit_point_granularity_55.png,0.8387319200968788
affect_02_MEQ_37.png,iqitems_rotate3_rotate6_28.png,0.7543415208628613
affect_02_MEQ_37.png,iris_SepalLength_PetalLength_0.6.png,0.7768362041404955
affect_02_MEQ_37.png,Klein_I_T_0.2.png,0.8371643693760744
affect_02_MEQ_37.png,klein_Wp_K1_13.png,0.8412808130998609
affect_02_MEQ_37.png,Langren_Year_Longitude_37.png,0.8313246652537041
affect_02_MEQ_37.png,LifeCycleSavings_pop75_ddpi_24.png,0.8219512283567515
affect_02_MEQ_37.png,longley_GNPdeflator_GNPdeflator_0.3.png,0.8436228361301131
affect_02_MEQ_37.png,MCAS_speced_pctel_16.png,0.82999389224137
affect_02_MEQ_37.png,MedExp_lpi_fmde_40.png,0.7478967508166088
affect_02_MEQ_37.png,menarche_Age_Menarche_9.png,0.8503317072966318
affect_02_MEQ_37.png,Mroz_ageh_unemprate_40.png,0.7139790166772684
affect_02_MEQ_37.png,Mroz_hoursw_income_23.png,0.7481353512364382
affect_02_MEQ_37.png,msq_active_wideawake_58.png,0.843432707834871
affect_02_MEQ_37.png,msq_aroused_jittery_0.5.png,0.8373639319270418
affect_02_MEQ_37.png,msq_content_strong_1.png,0.8372320061168044
affect_02_MEQ_37.png,msq_energetic_excited_0.3.png,0.8379123809249708
affect_02_MEQ_37.png,msq_Impulsivity_MSQ_Round_0.1.png,0.6834197038980933
affect_02_MEQ_37.png,msq_relaxed_sluggish_0.6.png,0.8371474003023412
affect_02_MEQ_37.png,msq_sluggish_Extraversion_0.8.png,0.7520054150470767
affect_02_MEQ_37.png,msq_TA_Lie_17.png,0.6895841850239747
affect_02_MEQ_37.png,neo_E4_C4_97.png,0.8346679521903936
affect_02_MEQ_37.png,newpainters_Drawing_Expression_0.2.png,0.8464405190517374
affect_02_MEQ_37.png,OBrienKaiser_pre4_fup3_95.png,0.8480823635839037
affect_02_MEQ_37.png,PatentsHGH_ardsic_logr_40.png,0.8171812695585244
affect_02_MEQ_37.png,Pima_skin_ped_96.png,0.787179104642752
affect_02_MEQ_37.png,Produc_year_util_39.png,0.6953476871024924
affect_02_MEQ_37.png,Prostitutes_Year_count_34.png,0.7888225018396519
affect_02_MEQ_37.png,PSID_educatn_earnings_48.png,0.8202364251084028
affect_02_MEQ_37.png,pulpfiber_X2_Y3_12.png,0.8091311910547274
affect_02_MEQ_37.png,radarImage_Xcoord_Ycoord_79.png,0.6356712203431372
affect_02_MEQ_37.png,Reise_phone_paperwork_0.7.png,0.8483702862570796
affect_02_MEQ_37.png,Reise_referral_help_0.8.png,0.8493670431993977
affect_02_MEQ_37.png,Rubber_loss_tens_13.png,0.830779790381444
affect_02_MEQ_37.png,sitka89_size_tree_19.png,0.6264830446640693
affect_02_MEQ_37.png,stackloss_WaterTemp_stackloss_0.2.png,0.8428613998342624
affect_02_MEQ_37.png,StrikeNb_strikes_time_28.png,0.7838231119138287
affect_02_MEQ_37.png,StrikeNb_time_time_20.png,0.8183944446781927
affect_02_MEQ_37.png,toxicity_Ecarb_Emet_12.png,0.8269859099111108
affect_02_MEQ_37.png,University_clernum_resgr_0.3.png,0.8309541597854905
affect_02_MEQ_37.png,usda2_Calcium_Vit_A_IU_42.png,0.8385215533915544
affect_02_MEQ_37.png,usda2_Calcium_Vit_A_RAE_0.5.png,0.8262705315369128
affect_02_MEQ_37.png,usda2_Food_Folate_Vit_D1_0.5.png,0.8343384881083287
affect_02_MEQ_37.png,usda2_Magnesium_Folate_Tot_18.png,0.8202203635207842
affect_02_MEQ_37.png,usda2_Niacin_Vit_E_8.png,0.813575578160948
affect_02_MEQ_37.png,usda2_Phosphorus_Vit_B12_42.png,0.833201825788191
affect_02_MEQ_37.png,usda2_Phosphorus_Vit_E_8.png,0.83689267389007
affect_02_MEQ_37.png,VietNamH_educyr_lnrlfood_17.png,0.5810551600343963
affect_02_MEQ_37.png,volcano_V19_V61_0.8.png,0.7990300646006626
affect_02_MEQ_37.png,volcano_V42_V45_34.png,0.8113244690794171
affect_02_MEQ_37.png,votes_X1864_X1920_37.png,0.8367961059502342
affect_02_MEQ_37.png,votes_X1888_X1976_0.4.png,0.8181040651083257
affect_02_MEQ_37.png,votes_X1892_X1936_99.png,0.8313332258050924
affect_02_MEQ_37.png,votes_X1912_X1932_0.1.png,0.8179106821706851
affect_02_MEQ_37.png,waders_S11_S15_0.9.png,0.8528928719374153
affect_02_MEQ_37.png,WHO_Adolescent_fertility_rate__Per_capita_government_expenditure_on_health_at_average_exchange_rate_US_0.2.png,0.8041788679656753
affect_02_MEQ_37.png,WHO_Adult_literacy_rate__Life_expectancy_at_birth_years_male_97.png,0.764139351902856
affect_02_MEQ_37.png,WHO_Adult_mortality_rate_probability_of_dying_between_15_to_60_years_per_1000_population_both_sexes_Prevalence_of_HIV_among_adults_aged_gt15_years_per_100_000_population_0.7.png,0.8291745194301782
affect_02_MEQ_37.png,WHO_Adult_mortality_rate_probability_of_dying_between_15_to_60_years_per_1000_population_male_Healthy_life_expectancy_HALE_at_birth_years_both_sexes_25.png,0.7874561291060019
affect_02_MEQ_37.png,WHO_Agestandardized_mortality_rate_for_cardiovascular_diseases_per_100_000_population_Literacy_rate_adult_female_56.png,0.7846588365237639
affect_02_MEQ_37.png,WHO_Agestandardized_mortality_rate_for_noncommunicable_diseases_per_100_000_population_Infant_mortality_rate_30.png,0.7738032353296395
affect_02_MEQ_37.png,WHO_Agestandardized_mortality_rate_for_noncommunicable_diseases_per_100_000_population_Lung_cancer_new_cases_per_100_000_men_18.png,0.7638228655499103
affect_02_MEQ_37.png,WHO_Agriculture_contribution_to_economy_Urban_population_pct_of_total_97.png,0.7652355548333846
affect_02_MEQ_37.png,WHO_Breast_cancer_new_cases_per_100_000_women_Democracy_score_13.png,0.7464660880656847
affect_02_MEQ_37.png,WHO_Broadband_subscribers_Merchandise_trade_0.4.png,0.8346371936379381
affect_02_MEQ_37.png,WHO_Children_under_five_years_of_age_overweight_for_age__Old_version_of_Income_per_person_0.8.png,0.831382406708043
affect_02_MEQ_37.png,WHO_Colon_and_Rectum_cancer_deaths_per_100_000_men_Stomach_cancer_deaths_per_100_000_women_0.8.png,0.7811824990839664
affect_02_MEQ_37.png,WHO_Colon_and_Rectum_cancer_deaths_per_100_000_women_Colon_and_Rectum_cancer_deaths_per_100_000_women_0.8.png,0.8189771109695432
affect_02_MEQ_37.png,WHO_Colon_and_Rectum_cancer_deaths_per_100_000_women_Health_expenditure_total_0.4.png,0.7524417501921884
affect_02_MEQ_37.png,WHO_Colon_and_Rectum_cancer_new_cases_per_100_000_women_Maternal_mortality_5.png,0.7994156020978253
affect_02_MEQ_37.png,WHO_Colon_and_Rectum_cancer_number_of_new_female_cases_Urban_population_pct_of_total_0.3.png,0.8328414119998949
affect_02_MEQ_37.png,WHO_Deaths_among_children_under_five_years_of_age_due_to_diarrhoeal_diseases__Broadband_subscribers_per_100_people_67.png,0.8141831247653674
affect_02_MEQ_37.png,WHO_Deaths_among_children_under_five_years_of_age_due_to_measles__Improved_water_source_97.png,0.7945611058915286
affect_02_MEQ_37.png,WHO_Deaths_among_children_under_five_years_of_age_due_to_pneumonia__Prevalence_of_current_tobacco_use_among_adolescents_1315_years__male_28.png,0.7598511946118508
affect_02_MEQ_37.png,WHO_Democracy_score_Stomach_cancer_number_of_female_deaths_0.2.png,0.8361316657369441
affect_02_MEQ_37.png,WHO_Exports_of_goods_and_services_Measles_immunization_16.png,0.8009732981359183
affect_02_MEQ_37.png,WHO_External_resources_for_health_as_percentage_of_total_expenditure_on_health_Old_version_of_Income_per_person_5.png,0.8161372380801983
affect_02_MEQ_37.png,WHO_Fixed_line_and_mobile_phone_subscribers_Health_expenditure_public_pct_of_total_health_expenditure_1.png,0.7551213532767983
affect_02_MEQ_37.png,WHO_Healthy_life_expectancy_HALE_at_birth_years_both_sexes_Prevalence_of_current_tobacco_use_among_adolescents_1315_years__male_46.png,0.7972796035434414
affect_02_MEQ_37.png,WHO_Healthy_life_expectancy_HALE_at_birth_years_both_sexes_Roads_paved_62.png,0.757400629707256
affect_02_MEQ_37.png,WHO_Healthy_life_expectancy_HALE_at_birth_years_male_Breast_cancer_number_of_female_deaths_0.6.png,0.8110641820484842
affect_02_MEQ_37.png,WHO_Hospital_beds_per_10_000_population_Improved_water_source_49.png,0.7766507391283838
affect_02_MEQ_37.png,WHO_Hospital_beds_per_10_000_population_Life_expectancy_at_birth_years_both_sexes_4.png,0.7864214431691956
affect_02_MEQ_37.png,WHO_Improved_water_source_Primary_completion_rate_total_4.png,0.7713193187556612
affect_02_MEQ_37.png,WHO_Infant_mortality_rate_per_1_000_live_births_both_sexes_Liver_cancer_number_of_new_male_cases_0.5.png,0.8448303808427619
affect_02_MEQ_37.png,WHO_Infant_mortality_rate_per_1_000_live_births_male_Internet_users_5.png,0.790608423712031
affect_02_MEQ_37.png,WHO_Infant_mortality_rate_per_1_000_live_births_male_Lung_cancer_new_cases_per_100_000_men_0.6.png,0.7732760370592427
affect_02_MEQ_37.png,WHO_Life_expectancy_at_birth_Lung_cancer_deaths_per_100_000_men_0.6.png,0.7626053424862527
affect_02_MEQ_37.png,WHO_Life_expectancy_at_birth_years_female_Primary_completion_rate_total_12.png,0.7906702851706068
affect_02_MEQ_37.png,WHO_Life_expectancy_at_birth_years_male_Infant_mortality_rate_30.png,0.8041882857887449
affect_02_MEQ_37.png,WHO_Literacy_rate_adult_male_Total_CO2_emissions_0.7.png,0.8333572102183705
affect_02_MEQ_37.png,WHO_Neonatal_mortality_rate_per_1_000_live_births_Urban_population_pct_of_total_97.png,0.7461521438166241
affect_02_MEQ_37.png,WHO_Neonates_protected_at_birth_against_neonatal_tetanus_PAB__Deaths_from_TB_per_100_000_estimated_0.9.png,0.8012201749058663
affect_02_MEQ_37.png,WHO_Number_of_existing_TB_cases_estimated_Stomach_cancer_number_of_new_male_cases_0.9.png,0.8514432067241665
affect_02_MEQ_37.png,WHO_Number_of_nursing_and_midwifery_personnel_Medical_Doctors_0.3.png,0.8217793587668233
affect_02_MEQ_37.png,WHO_Number_of_pharmaceutical_personnel_Lung_cancer_number_of_new_male_cases_0.8.png,0.8495011536222623
affect_02_MEQ_37.png,WHO_Per_capita_government_expenditure_on_health_PPP_int__Under_five_mortality_from_IHME_5.png,0.8263576934890907
affect_02_MEQ_37.png,WHO_Per_capita_total_expenditure_on_health_PPP_int__Income_per_person_99.png,0.8092626377306742
affect_02_MEQ_37.png,WHO_Population_in_urban_areas__Income_per_person_49.png,0.7752926813278896
affect_02_MEQ_37.png,WHO_Population_in_urban_areas__Liver_cancer_deaths_per_100_000_men_96.png,0.7959106034009393
affect_02_MEQ_37.png,WHO_Population_median_age_years_Agricultural_land_0.1.png,0.722449585834476
affect_02_MEQ_37.png,WHO_Population_proportion_under_15__Population_with_sustainable_access_to_improved_drinking_water_sources__rural_62.png,0.7635218841401373
affect_02_MEQ_37.png,WHO_Population_with_sustainable_access_to_improved_sanitation__rural_Income_per_person_24.png,0.784707267934483
affect_02_MEQ_37.png,WHO_Population_with_sustainable_access_to_improved_sanitation__rural_Population_with_sustainable_access_to_improved_sanitation__urban_90.png,0.7699133184531859
affect_02_MEQ_37.png,WHO_Ratio_of_nurses_and_midwives_to_physicians_Measles_immunization_23.png,0.8049897216403367
affect_02_MEQ_37.png,WHO_Ratio_of_nurses_and_midwives_to_physicians_Under5_mortality_rate_probability_of_dying_by_age_5_per_1000_live_births_male_18.png,0.8001665934678726
affect_02_MEQ_37.png,WHO_Total_fertility_rate_per_woman_Children_under_five_years_of_age_stunted_for_age__97.png,0.7714434815034612
affect_02_MEQ_37.png,WHO_Under5_mortality_rate_probability_of_dying_by_age_5_per_1000_live_births_female_Income_per_person_0.3.png,0.8063314465224299
affect_02_MEQ_37.png,WHO_Years_of_life_lost_to_noncommunicable_diseases__Literacy_rate_youth_male_0.2.png,0.771654574438258
affect_lie_BDI_0.3.png,affect_state2_state2_1.png,0.8481685746296341
affect_lie_BDI_0.3.png,Airline_airline_airline_41.png,0.872252893295103
affect_lie_BDI_0.3.png,Arbuthnot_Plague_Plague_1.png,0.8740058226712412
affect_lie_BDI_0.3.png,attenu_mag_accel_19.png,0.8015669243381092
affect_lie_BDI_0.3.png,AustralianElections_Com_Turnout_85.png,0.8641480102538929
affect_lie_BDI_0.3.png,AustralianElections_LPSeats_LP_33.png,0.8598571241639241
affect_lie_BDI_0.3.png,AustralianElections_Seats_DLP_29.png,0.8647842546168578
affect_lie_BDI_0.3.png,baseball_bb_so_97.png,0.6061692528385892
affect_lie_BDI_0.3.png,baseball_cs_cs_86_invert.png,0.8450507842315493
affect_lie_BDI_0.3.png,baseball_cs_cs_86.png,0.8451096853123431
affect_lie_BDI_0.3.png,baseball_g_cs_62.png,0.6737986525457637
affect_lie_BDI_0.3.png,baseball_sb_gidp_19.png,0.6679344617499147
affect_lie_BDI_0.3.png,baseball_X2b_ibb_1.png,0.7556833349507363
affect_lie_BDI_0.3.png,Bechtoldt_Sentences_Letter_Series_61.png,0.8647782637954643
affect_lie_BDI_0.3.png,Bechtoldt_Sentences_Three_Higher_24.png,0.8656525427929737
affect_lie_BDI_0.3.png,biopsy_V8_V9_30.png,0.8081840630153533
affect_lie_BDI_0.3.png,BtheB_bdi6m_bdi8m_25.png,0.8365164809133531
affect_lie_BDI_0.3.png,BudgetItaly_pfood_phouse_34_invert.png,0.8430857563347576
affect_lie_BDI_0.3.png,BudgetItaly_pfood_phouse_34.png,0.8415527339978104
affect_lie_BDI_0.3.png,BudgetItaly_year_income_0.2.png,0.435849403211427
affect_lie_BDI_0.3.png,Bundestag2005_FDP_Linke_31.png,0.8648834534586969
affect_lie_BDI_0.3.png,cache_agePct16t24_ViolentCrimesPerPop_77.png,0.7380442258823466
affect_lie_BDI_0.3.png,cache_agePct65up_PersPerOwnOccHous_49.png,0.7490240119474534
affect_lie_BDI_0.3.png,cache_AsianPerCap_MedNumBR_0.9.png,0.8241237826236608
affect_lie_BDI_0.3.png,cache_burglPerPop_arsons_42.png,0.8463077198238937
affect_lie_BDI_0.3.png,cache_communityCode_PctRecImmig5_77.png,0.6916181600280444
affect_lie_BDI_0.3.png,cache_FemalePctDiv_rapesPerPop_18.png,0.7333065270863703
affect_lie_BDI_0.3.png,cache_fold_racePctHisp_17.png,0.6893535204850417
affect_lie_BDI_0.3.png,cache_fold_RacialMatchCommPol_17.png,0.729568616405969
affect_lie_BDI_0.3.png,cache_horsepower_citympg_90.png,0.8213925954287938
affect_lie_BDI_0.3.png,cache_householdsize_PctSameHouse85_70.png,0.6716266267058568
affect_lie_BDI_0.3.png,cache_HousVacant_LemasGangUnitDeploy_55.png,0.8540314707340892
affect_lie_BDI_0.3.png,cache_indianPerCap_PctPolicWhite_8.png,0.8384197539745153
affect_lie_BDI_0.3.png,cache_LemasSwFTFieldOps_LemasPctPolicOnPatr_47.png,0.8419966361380585
affect_lie_BDI_0.3.png,cache_LemasSwFTPerPop_PctPolicMinor_51.png,0.8205285726306667
affect_lie_BDI_0.3.png,cache_medFamInc_OwnOccMedVal_49.png,0.7316273437355906
affect_lie_BDI_0.3.png,cache_medIncome_PctFam2Par_0.7.png,0.7227010085471568
affect_lie_BDI_0.3.png,cache_normalizedlosses_highwaympg_19.png,0.7756533396911235
affect_lie_BDI_0.3.png,cache_NumKidsBornNeverMar_burglaries_0.1.png,0.8592640827085023
affect_lie_BDI_0.3.png,cache_NumKindsDrugsSeiz_larcenies_30.png,0.8212272014782293
affect_lie_BDI_0.3.png,cache_OfficAssgnDrugUnits_LemasPctOfficDrugUn_0.4.png,0.8544015169487598
affect_lie_BDI_0.3.png,cache_PctEmplManu_LemasSwFTFieldOps_0.7.png,0.8360618199328925
affect_lie_BDI_0.3.png,cache_PctEmplManu_PctPolicAsian_0.png,0.7972592560400471
affect_lie_BDI_0.3.png,cache_PctEmplManu_RacialMatchCommPol_11.png,0.7124745123683079
